mjj,truth_label
3017.5904701810264,0
2107.4865055677046,0
4229.18473369505,0
2963.0085114441304,0
3180.4855933925833,0
3157.473161262701,0
2175.6142638916895,0
3246.016871162172,0
2993.2668375803764,0
4185.237385833979,0
2213.7704563562866,0
3624.0332730869623,0
3595.632391891273,0
2793.0732071843368,0
1922.5457323096537,0
2866.2127683147773,0
2954.1891987643703,0
4633.913457929322,0
3531.3894434182703,0
4948.077388552803,0
2672.7473648164378,0
3468.7109368879633,0
2729.620486426989,0
3562.751531611102,0
2766.149720697076,0
3097.4808769270767,0
3308.4122960295967,0
3568.172271138322,0
3885.176431060836,0
2892.6321640038436,0
2718.5013625367214,0
4153.102970681661,0
2962.322620352785,0
3506.3972024546797,0
2795.9926950802796,0
3760.4459586385647,0
2755.57720167893,0
3684.084028139234,0
2830.487185888128,0
4574.777079302847,0
3724.996394416431,0
3403.816310252466,0
3316.91763483039,0
3043.90886221145,0
3740.892386499199,0
2364.1970640942986,0
2985.2850825696605,0
2921.588534165517,0
3498.8189885405664,0
4120.110256922362,0
2902.0482638449566,0
4123.636474401569,0
3273.9838240205736,0
4239.901010122089,0
4481.050375845403,0
3437.461664059047,0
3286.531673461311,0
3879.0869154639213,0
3440.9223523080827,0
3033.192042763818,0
2961.017084507046,0
3805.4867920536117,0
2450.866815054578,0
3068.119585190935,0
2573.6982652490797,0
2489.3177755304037,0
2496.7198204383394,0
2809.3007564438954,0
3280.0907077775432,0
2178.6236576821652,0
2231.8615205788938,0
3865.7798157026054,0
3022.2498386363577,0
3297.210192596147,0
4050.812078309916,0
3831.07326214031,0
3893.5454500348696,0
2358.3935399280044,0
4091.982572308462,0
3563.6323154603815,0
2256.1245281972306,0
3312.5401887018247,0
2791.620914302099,0
4406.5250977652795,0
3027.48873096561,0
3765.643282779885,0
3668.454169731396,0
3066.2445056273823,0
2154.294888288696,0
3505.351989790788,0
3306.579999733129,0
2631.2733116406325,0
2369.5474714145,0
3422.2410292269333,0
2328.1747341333707,0
3377.2889956147847,0
4417.323630321031,0
2735.028358210885,0
3768.576232754135,0
2265.6341166079433,0
2268.7475085344076,0
4240.970033765149,0
4610.350691649773,0
2719.9441165136554,0
2763.1100291189514,0
2954.485898788923,0
3094.358556901837,0
4070.21160003659,0
2530.077496502407,0
2036.2369900723538,0
3771.262534467529,0
2916.1156917325784,0
2743.179536664194,0
3226.928241033552,0
2361.475336238628,0
3402.350626931716,0
3649.7728974052948,0
4006.7539045268113,0
4274.2729981678885,0
2267.36060306893,0
3091.4685617823707,0
2798.1065430964372,0
3077.5530476691706,0
3434.936979458966,0
2802.635656198176,0
2067.1696551553778,0
2067.360809208,0
3095.5330446504086,0
4408.988562466075,0
4590.71721489984,0
4075.135980350482,0
3363.3654078196587,0
3027.1723098993302,0
3724.5541947066604,0
2762.448086957069,0
2118.094718163204,0
3336.478802715525,0
3393.3269284416497,0
3138.850021338195,0
3363.8793591319,0
1500.0,0
2617.216278337601,0
3293.6030927320016,0
3399.511585281513,0
3396.5577164334954,0
3583.0241773415773,0
3153.166623318828,0
3597.6033510818284,0
2711.139964321131,0
3676.1993430837733,0
2580.6576134520733,0
4034.574078136342,0
4596.92525865691,0
3230.9879420699053,0
2609.6456891677594,0
4239.000578016402,0
3911.334780327395,0
1722.8876886562698,0
2778.1154957919734,0
4093.4441744942023,0
3297.236435282836,0
2917.4481741182626,0
2241.0847073771333,0
4212.94797543332,0
3524.1484283611717,0
2981.0965708467984,0
3203.16042833193,0
3445.9460724308547,0
2901.247548336932,0
3593.7689428992185,0
3193.9946907305393,0
2594.543264676926,0
2530.1491329578403,0
4119.435260133598,0
2791.130931083837,0
3699.7385944517623,0
2732.9104275698783,0
3302.6542662846587,0
3327.880730495413,0
4973.773042076342,0
3243.6227337462633,0
2940.315266647436,0
2872.1530827497445,0
2806.0560343344305,0
3360.0649426204855,0
2230.643177805853,0
3924.7338023882658,0
4229.4580775248705,0
3939.921240814601,0
2916.5185065633823,0
2807.873125515571,0
3569.458004590063,0
2388.8799363137996,0
2907.1818894789476,0
2998.411390942358,0
3086.001054083615,0
2452.872259338251,0
3335.9168517200137,0
2631.577535013434,0
1838.9620736723582,0
2987.517642347365,0
3600.234997001809,0
4414.497998248039,0
3042.297718825155,0
2801.0125891663147,0
2994.4549745545482,0
3719.09110159978,0
3205.613901709887,0
1588.027264636318,0
2432.523025562302,0
3202.643736584227,0
3457.47753321751,0
3506.293870289155,0
3262.899518922082,0
2539.4923671684164,0
2529.640631193465,0
2404.0952615495225,0
3080.2408163744285,0
2748.8612991950617,0
3793.308441620244,0
2781.975578056265,0
4069.1077347208097,0
2422.191386683574,0
3471.6724381994054,0
1500.0,0
3399.0479375068444,0
3760.370282641803,0
2714.683447806239,0
2663.7516624625846,0
2943.804697179611,0
1808.8564710219914,0
4016.7146180395584,0
3438.8121011136363,0
2311.532172489253,0
3372.69712485609,0
2200.3133625749138,0
2894.624816431323,0
2440.8035651414357,0
3307.259821360807,0
2131.216071977522,0
3611.9490900530864,0
3792.5639468317386,0
2700.592126139804,0
4038.8187814852504,0
2960.5760997520956,0
3048.1277986312202,0
4353.013491076638,0
2600.362184942288,0
3003.2732029699127,0
1905.2106505516972,0
3100.8412778936413,0
2280.5125027394906,0
2717.76022374074,0
4727.280465695387,0
3745.539615970229,0
2598.4674280434606,0
2783.3323198536364,0
2754.9241759277284,0
2826.7595785110116,0
3417.927870095351,0
2587.243086504932,0
3447.034449728105,0
2458.118639054642,0
3594.3432709601143,0
2913.122315887194,0
3708.863866605252,0
4140.781701499196,0
2812.289280349168,0
2986.129178828854,0
3395.9860525817367,0
2770.1206207718997,0
4758.278321878021,0
3078.1962894671847,0
3117.098109013384,0
4015.4514284155575,0
3980.165494322374,0
3054.6700828136695,0
3018.6197385680484,0
2733.6952136215136,0
3527.920132213116,0
3584.188412351113,0
2789.9718960339937,0
4674.88606480563,0
2187.949920294908,0
3996.6664944926288,0
3108.3092048658104,0
2727.730001917295,0
3894.108362544191,0
3295.382267001504,0
2758.0542128375982,0
2998.501577207413,0
3913.3441253706737,0
2201.655936556821,0
3611.6907113601515,0
3183.087358337273,0
2713.4800770486886,0
3438.7417865354137,0
2452.892482315612,0
2429.052977454744,0
3607.661834463877,0
3002.7756600593502,0
4890.4417078269325,0
3753.0172565977523,0
2495.511088838964,0
2742.105338328172,0
2954.509950449621,0
3018.785434107345,0
2839.426639796059,0
3885.2845983317343,0
4718.111890070571,0
2147.6637891398386,0
3950.4366982941583,0
2485.848525171742,0
3754.8779253063854,0
2957.9674843845182,0
3516.501521513386,0
3467.426734029692,0
3405.1789161261936,0
4251.354863920635,0
2665.3011007774835,0
4336.074367433232,0
2683.4492785387574,0
3259.532891799314,0
1954.664087178382,0
3238.2343263578437,0
3620.6111253616295,0
3401.7907005177467,0
3017.8793339351255,0
3158.740859999388,0
2398.809157589159,0
2146.0901897977,0
4151.378422696795,0
2877.5023287895046,0
3380.843591964384,0
3787.208562975094,0
2880.091459955343,0
3804.8003505923093,0
2653.2298009326214,0
3415.2725010627773,0
2751.947835793948,0
4350.83621443414,0
4135.070422970831,0
3341.252391016715,0
2942.5771891697077,0
3621.189093142875,0
3066.833914639927,0
3599.0714983463977,0
3820.530711679666,0
2284.213852504802,0
2648.970907588652,0
2132.504230773232,0
4277.092454403003,0
2713.5491674582354,0
2628.8507664008143,0
3409.9939455284316,0
3046.1026451473294,0
3795.239788125188,0
3657.967288197927,0
1776.0225604501486,0
4536.163353566079,0
3152.5288679091286,0
3339.637760740987,0
3795.7935082846825,0
2325.3762047103983,0
2565.3920110714007,0
3264.026286771507,0
2004.1696960012475,0
2700.7463474307165,0
3744.0151855029662,0
3333.3344975021714,0
3557.9890020372145,0
2547.897484766299,0
3018.6925828474155,0
3237.540325043524,0
3162.6949923447246,0
2739.1961853365356,0
2118.5910285058485,0
3949.1763432826447,0
3744.4318383219347,0
3329.1145360764035,0
1795.6978860471597,0
2846.983778817723,0
4319.47234563836,0
3241.0220731817444,0
3512.2650381896965,0
2438.084762777583,0
2597.0679813047955,0
3589.28287937528,0
3884.2841586522354,0
3756.142660067765,0
2371.033496137904,0
3323.9593205764827,0
2612.952350601161,0
3716.421351381141,0
3203.2888952051735,0
4561.2630472290675,0
3022.1258053857237,0
2211.5584404179635,0
4449.417653130897,0
2579.363002647922,0
4082.907978235736,0
3272.7521219538276,0
2813.0645992240657,0
2473.1752000406186,0
3696.559687243235,0
2723.0303602771783,0
3362.488139783126,0
3361.836134824721,0
3978.223992727583,0
3072.7460144097627,0
3797.683210770465,0
2158.434408105628,0
3643.2335000870817,0
4625.6893146272105,0
3469.530499575822,0
3176.1108428999296,0
3054.1434811679655,0
3450.7907947617305,0
3392.578025752704,0
2843.33921611853,0
3607.6690351374687,0
3372.1585560383996,0
3561.437142857404,0
4008.178136051205,0
4090.2970594664853,0
2331.730064550913,0
2671.411090680252,0
3374.51511628228,0
4120.586868843318,0
3393.83108852395,0
3617.1098814064294,0
2495.8656301519964,0
2307.9455803023734,0
2417.618268434724,0
3369.2985564851397,0
3149.3301482112943,0
3741.653890913505,0
2812.3805693545564,0
3099.6387578302456,0
2896.5283343917126,0
3068.1602595334393,0
3071.922321384294,0
3399.861430333386,0
3887.2338055676764,0
2456.544443545113,0
2132.111457685669,0
3175.331801873818,0
2547.9539842225686,0
4362.10210911286,0
2439.295328728126,0
2340.713952652566,0
2992.4080147417862,0
3797.6963537493634,0
3512.485212693322,0
2096.696172086159,0
4692.64418756017,0
4114.473032981819,0
3545.1450966652874,0
2800.9244239072077,0
2709.8533780290913,0
3178.1227276246127,0
3937.757581409525,0
3905.12014185056,0
3984.893785842817,0
2932.933943676229,0
3337.074311730481,0
3791.4788565375297,0
3392.1296450064747,0
4451.137439000068,0
2608.678065786449,0
2887.056471723938,0
3232.834173196297,0
2464.5588165075333,0
2707.399577766483,0
3775.3774821756515,0
3915.176483339585,0
3644.8162772699534,0
3478.549489445899,0
2835.890187785365,0
4703.92205471433,0
2949.7902289265844,0
2354.255202643432,0
1974.1923368273094,0
3986.687209583254,0
3514.8241658929855,0
2234.2387432393753,0
3556.388681603495,0
3237.8289286680356,0
2986.8448983319768,0
2190.759730125713,0
3773.3891856013092,0
3468.790522184651,0
2556.2862408874216,0
2604.1695703355444,0
3628.871023705469,0
3310.8695213785386,0
4099.077167749788,0
4636.638011767081,0
3681.765847048769,0
3115.168706972733,0
3070.5427495746135,0
2841.9214809692726,0
4273.989554674898,0
3666.2676096694745,0
3184.2210644432535,0
2580.8728817936344,0
3667.666414565456,0
3069.1792546164743,0
4400.95733436314,0
3748.608595750451,0
2963.794988457511,0
2025.1241377547199,0
3288.973948658441,0
3723.9471746200365,0
4815.756661395964,0
3004.555866446937,0
2829.057224652817,0
3256.3075419614993,0
3442.686577642866,0
3865.5672488024447,0
3229.743774902066,0
2613.701653276871,0
3068.671369386437,0
2877.551910254279,0
3829.37326267538,0
4265.680894648483,0
3818.755716621762,0
2647.9315249081533,0
2492.555636458453,0
4118.748914998373,0
3870.6308716212707,0
3257.0489357907554,0
3855.394164710583,0
3391.5913207946983,0
3005.224745197819,0
3523.0590080005454,0
3256.6111505578806,0
4553.360053875014,0
3049.956898985105,0
3678.1126869681816,0
3961.8208231262884,0
3051.0196880348544,0
2206.0463096675408,0
3007.5932117610205,0
3610.9923279726804,0
3484.018117706889,0
4344.19219771087,0
2961.8489794695697,0
1536.911126062799,0
3483.457482219247,0
3958.620940231031,0
2998.1479442887635,0
2942.2880188516233,0
3180.584332012093,0
3458.8820154445966,0
3458.7836173649366,0
3651.834919255628,0
3298.2820281217873,0
3557.9972993609113,0
3471.423452258788,0
3368.825887096302,0
4137.41128202,0
3328.9481395790563,0
2856.384023175577,0
2676.8182944419455,0
3474.7382098207254,0
3310.2713392920127,0
3009.579698871441,0
2647.1755625781416,0
3205.419674930536,0
3103.873375825579,0
2988.4082490365954,0
2288.963733377541,0
3723.3369575716515,0
3957.449533122314,0
2569.973568903794,0
1520.3015636029534,0
3259.595150969881,0
2434.4311088218496,0
2735.379002926728,0
3257.8533958045186,0
3806.4843217462103,0
2799.1508846495926,0
3260.4750031449908,0
2934.669171775218,0
3559.898288209127,0
3225.4920885013944,0
3300.198277980792,0
3091.407661558,0
3114.374671185803,0
4108.749496849767,0
2996.582821176574,0
3325.910384155493,0
2886.793218680599,0
2644.4369789870134,0
3936.5558439159418,0
2310.4030213939327,0
3364.3903456736107,0
3371.743876587086,0
3226.817280766936,0
3144.0509272197382,0
3684.0489104704125,0
3559.361133890696,0
3689.9136087550287,0
3106.897342729476,0
4508.466120360609,0
3702.075933951281,0
2935.930349430926,0
2971.361006821817,0
2964.120496165804,0
3313.507963550379,0
2589.74650493457,0
3617.419931535477,0
3218.246322502064,0
2749.1852205260248,0
2642.9109302758347,0
3433.1158068634877,0
2870.435420776357,0
3580.6127348018326,0
3829.464880036944,0
2966.3013879019254,0
2471.9547390477046,0
4105.93163348293,0
4433.537301602919,0
2620.43921794993,0
3940.265828677799,0
4146.6067906524,0
3757.519486306246,0
2937.981063154376,0
2601.385290477873,0
3449.838782192761,0
4094.0945304111874,0
3099.5142294301163,0
4400.608496958834,0
5116.961111260259,0
4272.473089755999,0
3278.3871290688485,0
2371.5600043714803,0
2509.3984614308833,0
3056.062385577228,0
2548.4490750015175,0
2716.3711542710284,0
3268.778793334695,0
3765.6267752135245,0
1500.0,0
2656.225397759351,0
2513.330502451948,0
3187.0756520325363,0
3456.1591643955303,0
2355.718543447943,0
2356.323264562604,0
2457.9039338100724,0
2154.340257285603,0
2888.671579386115,0
2615.732435371117,0
2577.738753508568,0
3861.873369996384,0
1969.4976951177844,0
3277.191693094713,0
3842.6870701580556,0
3965.384075518093,0
2971.2974834815823,0
3248.4697165967714,0
2572.4603153307144,0
2779.8708404526997,0
3513.2899582846985,0
2794.0847548118936,0
3008.1414855288886,0
2649.522795657892,0
3267.8014478555106,0
3209.5672842292847,0
4108.111510704442,0
3571.520079394636,0
3973.53763445847,0
3799.7535990844644,0
3858.6615226533186,0
2375.007073063561,0
3329.74474762899,0
3613.8194110402633,0
3402.3029731305323,0
3137.784027329275,0
2245.7383078321136,0
3327.6196079583447,0
2248.5069375087646,0
3198.8724024261114,0
2352.010629280861,0
3413.2028286739414,0
3530.748099934088,0
3282.511346155722,0
4263.332686528633,0
3832.9183098018257,0
2695.1178006929913,0
3484.316011960236,0
3134.00203360634,0
3806.288764618371,0
2590.22284232224,0
3516.405848524289,0
3832.309508262181,0
2424.5794545524254,0
2160.5292147004648,0
3709.300107646817,0
4000.921254893358,0
3492.4542529702417,0
2630.952057601094,0
3059.281243617238,0
2336.3889560868447,0
5500.0,0
2130.215979525211,0
1667.330141434298,0
3031.7632133482025,0
2512.5551435686357,0
3792.9019619112005,0
3333.6419077043392,0
3740.663610050314,0
2239.265974835534,0
4606.561584920403,0
3809.190810213296,0
3473.4745818781594,0
3697.3259440199,0
3256.985072421498,0
3549.9539965785216,0
2701.3254104764737,0
3620.2552651766673,0
3537.887244918384,0
3855.03374893098,0
2998.9157315263915,0
3906.7587777344543,0
4013.1773839571047,0
3590.8816087781006,0
3011.8868234669812,0
3025.125358127314,0
3194.937949292228,0
2598.2083465736505,0
4003.817520859317,0
2280.6270583434334,0
3820.7603557345574,0
2679.037614911974,0
3361.865397995522,0
3356.0358246812348,0
2265.5307804703943,0
2666.3102443368834,0
4038.4441276886487,0
3301.1561643774685,0
3745.2343572896893,0
2998.051881489436,0
3744.1284066470375,0
2596.4858826010413,0
4169.252724524563,0
2966.5015989722656,0
3008.086542625559,0
4663.503528470728,0
2998.455394759996,0
2406.5381672177878,0
3030.6235252700344,0
2948.6016831642105,0
3103.859760405846,0
4037.1203645301634,0
2581.4978457591096,0
3607.378049603722,0
1500.0,0
3735.4339607143424,0
3576.891857669575,0
3284.2043199951695,0
3010.7751864758543,0
4457.974766219612,0
3118.899707189889,0
3440.0599885116726,0
4238.303435201528,0
2868.9031769923877,0
2861.921998324648,0
2450.7034192885912,0
3066.772717449611,0
3019.544383752286,0
3275.7589598785416,0
3837.46792664484,0
4580.421694604206,0
1820.60157248057,0
2757.3991787447694,0
4124.497671612761,0
2796.1568239632397,0
4144.084819946645,0
4021.1407897608183,0
3304.009588547427,0
3895.926406904668,0
3927.610099243824,0
3288.529882543609,0
3007.6387540597216,0
2763.275948908964,0
3905.4498955257086,0
2600.0216305147324,0
4470.78767364095,0
2873.4503952671243,0
3747.6963410596873,0
2660.6516999768573,0
3741.324000145078,0
2603.956042132833,0
3448.201636192796,0
3251.2092892774986,0
2197.769252492017,0
4079.158072894833,0
2817.2093815681333,0
2894.3693150306212,0
4212.441654953032,0
3268.607691766336,0
3671.441151196513,0
2150.277360078654,0
2765.800065345753,0
2893.210132187747,0
3106.4466287214987,0
3294.6169324788793,0
4379.229087297062,0
3726.3829086169335,0
3017.8571555126646,0
4026.438179358571,0
3658.8756095285444,0
3508.76262719943,0
3390.326276774843,0
3366.7762838378776,0
2675.168159163615,0
3279.817932467877,0
3190.468898200081,0
3079.8972880484,0
3312.940575208846,0
3164.727243347189,0
2737.777691071214,0
2839.1280548194422,0
2928.538233327802,0
3441.087892438445,0
4097.129060554287,0
2562.3091596655477,0
3657.205463029744,0
3373.9789479458595,0
3204.3244196433598,0
3551.8284560601446,0
3272.1973486186107,0
3140.141443729014,0
3377.126783382181,0
2439.317150457171,0
2362.6256345925167,0
3143.013349937326,0
3867.4352052771396,0
2402.6823137094902,0
2722.0334136399,0
3474.0434831322204,0
3129.7729142921958,0
3294.511818461645,0
3100.5685921138033,0
3203.4778504429437,0
3947.8134736747934,0
4203.443801480349,0
3325.6329535291316,0
1953.7677633976034,0
2982.418481549591,0
3182.9893020799564,0
3051.1922161099856,0
3919.4145271404527,0
3632.0521430297044,0
3148.54129867512,0
3275.726251205982,0
3353.01183157237,0
4294.483666788846,0
2005.0323655288148,0
3676.8580407936515,0
4643.5014942667385,0
2548.510142890062,0
3043.5382946269706,0
3392.746856468796,0
3568.726621706687,0
2613.1207844208493,0
3386.768542415221,0
2763.33779569491,0
3616.654913598291,0
3699.355767932531,0
3448.671134380894,0
3034.6842830367614,0
4080.238821316981,0
3438.862797745452,0
3295.749233908689,0
3308.2592875166333,0
3624.2828125680066,0
2457.378572048635,0
2904.9412111423953,0
3904.422178619375,0
3499.625000813555,0
3131.335090599458,0
3789.596059608918,0
3804.873173350199,0
3425.9291472477316,0
3022.2046428640615,0
2785.697664422742,0
2790.1030201553867,0
3722.235666998379,0
4135.36194976267,0
4162.363137801853,0
3017.790432120432,0
3714.817776296919,0
2362.4840369099097,0
3088.890788820507,0
3319.6107557170267,0
3298.7197259802133,0
2621.964634275828,0
2405.729767113714,0
3254.535080928136,0
3303.0917582499105,0
4116.371502014851,0
3021.362463992031,0
3640.6329802416967,0
3131.576443727543,0
2964.8891336891315,0
3901.731270028444,0
3591.5688817143764,0
4202.536394308951,0
3009.6719452982493,0
2552.660144713007,0
2776.695528501041,0
3050.487214615294,0
2714.0335267356672,0
2909.99460067974,0
2555.286790746295,0
3945.394517474763,0
2400.443800052031,0
2960.988525864585,0
3415.809023641069,0
3393.96822709392,0
2647.6184291728396,0
2654.509878396441,0
3659.105991276739,0
3078.583833362655,0
2271.533066453984,0
2658.2600951362874,0
3971.242652776686,0
3147.8821463600766,0
2493.739698740349,0
2911.5851493341447,0
3254.3491147891605,0
3202.423020927474,0
2750.7907042230827,0
2461.4077382643154,0
4703.953484486921,0
2311.846215973002,0
3656.268092204172,0
3841.5084641868743,0
4028.997194339336,0
3294.3293254704718,0
3322.0891229190115,0
2915.0019027206445,0
3335.0082350980033,0
2625.289741136381,0
3873.6591783807953,0
3325.0471176966607,0
3540.515892915105,0
3493.2559711974195,0
3799.775581750812,0
4109.813521945078,0
3982.4237249187354,0
4278.839700795914,0
2433.935655860696,0
3202.6016174048636,0
2849.593144153074,0
3260.524544135721,0
3283.378341904269,0
4186.361582326881,0
3193.337788189121,0
3173.940659947348,0
2948.909322534817,0
4280.867905279186,0
1929.840829243698,0
3008.323443942885,0
3471.2018740324265,0
3640.8245079150256,0
3348.1171430021277,0
2972.911433325818,0
3325.783361006836,0
2412.2907247466446,0
2354.249335098297,0
2998.353566252599,0
3759.8513945961104,0
3461.2467347979655,0
3028.5440063410856,0
3389.701267663939,0
4268.233699146935,0
3816.131572348708,0
2610.181631558401,0
2159.679480833157,0
3146.6147450406093,0
4326.515204086589,0
3662.3949152637792,0
4046.916840609641,0
2687.0812470088877,0
3565.1880935352,0
2939.9104849749015,0
3078.8484163570797,0
3734.562868161511,0
3486.2726803595747,0
3482.4291711206815,0
2753.8525664370777,0
2229.2115085445403,0
2548.401803788336,0
3610.8821883149094,0
2514.0687716250404,0
3233.1545057144426,0
3845.947746224321,0
2951.8814319072744,0
3300.5198488478527,0
2526.115417930512,0
2274.7309202894317,0
2619.739599035999,0
3604.9219862613554,0
3019.393851534057,0
3044.5288381220053,0
2775.327237691978,0
3481.6574790498576,0
3862.9697268764235,0
4336.963359427988,0
3598.8282249738286,0
3328.3363595460437,0
3063.050947000002,0
2442.1835641709326,0
3211.2635578852564,0
2291.916277582524,0
2827.6964894007397,0
2031.7637367463433,0
3612.8162936360254,0
2876.8815248482633,0
3371.715844343379,0
3680.215032910937,0
2678.1675022467252,0
2930.933692772243,0
3978.1434748266984,0
4083.9651798820623,0
3504.8062749366504,0
3186.1661391211856,0
2819.1691511713684,0
3143.661232152829,0
2381.98164579441,0
4744.8496400781005,0
3917.4021501202706,0
3565.447654896656,0
3526.871646712126,0
2918.313075188591,0
3545.3887226892107,0
3980.881907886845,0
1613.7552639823089,0
3332.703701825331,0
3418.1674952373723,0
2242.0757756121093,0
2704.409748610581,0
4162.414576975835,0
2869.8806275952743,0
4458.935870137204,0
3603.047935288274,0
3569.920737721224,0
2444.012849871144,0
3348.194109046762,0
2969.91880689705,0
3058.1697576791025,0
3474.7470604179775,0
3375.549239696361,0
1993.1995515294436,0
3589.1969444420292,0
3278.7847960259282,0
2969.69768532724,0
4626.017578916097,0
3208.096244870606,0
4162.371026201331,0
2717.6666903265423,0
2843.2492243356205,0
3695.593883512051,0
3398.0680489617494,0
3146.9444501742237,0
2680.9548213791318,0
4125.472047871878,0
2837.446216708625,0
2666.055429759289,0
3874.155159195063,0
3259.4944078821313,0
2454.982894536306,0
3183.6443823123223,0
3349.0636088577667,0
2232.2425971071243,0
2475.1213685516323,0
3558.6203657127458,0
3652.82762069016,0
3500.1588089423235,0
3397.3847231575787,0
3909.3154365321193,0
3431.098274228968,0
3343.1792987630142,0
3152.379404299955,0
4057.893797637631,0
3266.163999691546,0
3590.6475239202023,0
2390.6166369829803,0
2552.8568676087516,0
2909.0664196912876,0
3366.491033070884,0
2031.4552220616645,0
2914.9393286119894,0
2567.778257916598,0
2974.6327734554548,0
3339.0016297084885,0
2732.1286764709494,0
3564.2983282923356,0
4751.216768653812,0
3472.2945887415717,0
2614.8606984828066,0
1772.542597141102,0
3590.165107240477,0
3477.1883738581832,0
2997.4534524465657,0
3319.2890657256585,0
2710.7135782807713,0
2963.033055288058,0
3030.154292213253,0
3319.9105770832057,0
2404.459301139527,0
3669.8455657464306,0
1665.9441808063787,0
2487.3519430696124,0
3784.75640530422,0
3177.300745699344,0
2717.226431157802,0
3569.6374130956333,0
2070.333720885594,0
3459.194608021772,0
2501.3214604273567,0
1811.473603159737,0
3120.167475777285,0
3270.0486329109167,0
2301.5241439526512,0
2743.1489705519675,0
3558.8700921460386,0
1704.5015295340877,0
3156.170740990145,0
2754.7710098517423,0
2663.106578448632,0
2599.213862236396,0
1963.5767212759456,0
1846.6786173067094,0
2679.49501837112,0
3777.1771195813276,0
3446.870961717771,0
3061.0127208267863,0
2592.123579335752,0
2627.804880845977,0
2388.0467595520927,0
2546.952958505111,0
2884.4072887226866,0
3506.3017631051202,0
3567.5763141012803,0
4178.313598137236,0
2041.3514650414859,0
3246.5759081440797,0
4215.848974975559,0
4466.826672254996,0
4361.309666053401,0
3593.7506559553212,0
3712.4488277272008,0
2649.9150976146097,0
3337.496625473641,0
2806.0897311293315,0
2026.0988260913566,0
3525.8993047521362,0
3974.7921388505474,0
3595.7084728332734,0
3415.750815893819,0
2767.1211444533187,0
3131.9116358339243,0
1975.5858275841206,0
3346.5747381652577,0
2491.193725821475,0
2742.3081394651163,0
2776.2710202487247,0
2870.121293927838,0
3170.794714806435,0
3360.4600313037217,0
3406.866236807766,0
3611.5444329122174,0
3436.4646439017642,0
3533.708117796224,0
3237.4306275632302,0
3126.7560640735483,0
3803.7945710323406,0
3265.471327880619,0
3555.4171424301253,0
2594.4583928805787,0
2344.3504646419037,0
2711.7605041376632,0
3248.3096521853213,0
3063.3905666666165,0
3988.129925831186,0
2895.439044240988,0
2448.9329490516698,0
3404.5090560022695,0
2109.1268160876607,0
3713.2687904596696,0
3519.7778003190388,0
2512.638858464191,0
3605.1282028697005,0
3114.774145069346,0
3328.4179122290775,0
3495.3197413826833,0
3211.444091809762,0
2299.064223037052,0
3516.171385764548,0
